한전내역번호,한전내역명칭,한전유형,사업영역,코스트센터,전기계약구분,RAPA,(현)한전구매처,지급처,한전고객번호,계량기번호,계량종별,고객구분,450시간초과요금적용여부,주소,한전-빌링주소,한전-관리필드,삭제여부,삭제일,최종지급월,지역본부,통합시설코드,통합시설명,세부사업구분,장비유형,국사구분,통합시설주소,최종서비스종료일,yymm,계량기,계약종별,고객구분.1,계약전력,월사용량,고압요금적용전력,당월사용량_중,당월사용량_최,당월사용량_경,RAPA총사용량,당월최대수요전력,공급가,기타금액,실지급액,450시간초과요금,처리건수,도우미,실사용시작일,실사용종료일,시스템사용량,청구서-시스템,청구서기준,무슨시스템,제외필요,정상여부
ME00055282,창후2리MPR.51.WCDMA.MPR-WN20,M,5100,40241,종량제(일반),X,2018230821,2018230821,1124015224,92190147658,일반용갑저압,저압,,인천 강화군 하점면 창후리 32 - 2,인천광역시 강화군하점면 강화서로 793,KT-SKT,,0,202501,인천,200822466,창후2리MPR.51.WCDMA.RHU-WN20,WCDMA,RHU-WN20,,인천 강화군 하점면 창후리 32-2번지 나대지 KTF 전주,0,2412,92190147658,일반용갑저압,저압,4,925,4,925,0,0,"1,118",0,"139,845","4,584","158,414",0,1,2008224662412,20241117,20241216,823.13211,101.86789,118%,"5G_EMS,4G_EMS,4G_PRB(구),3G+기타",제외필요,점검필요
ME00161953,오남리98번도로LRRUM,M,5100,40244,종량제(일반),없음,1208200052,1208200052,1028065716,48171712258,일반용갑저압,저압,,경기 남양주시 오남읍 오남리 713 - 11,경기도 남양주시 오남읍 양지로46번길 129,-,,0,202503,인천,201831908,오남리98번도로LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 남양주시 오남읍 오남리 713-11번지 (공주)SKT 전주(I),0,2411,48171712258,일반용갑저압,저압,4,583,4,583,0,0,0,0,"91,474","2,920","103,540",0,1,2018319082411,20241011,20241110,541.55053,41.44947,118%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00151471,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,M,5100,42160,정액제,없음,1208200052,1208200052,243988404,,주택용,고압,,경기 용인시 수지구 죽전동 1355,경기도 용인시 수지구 디지털벨리로 5,-,,0,202503,경기,2007Z1370,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,WCDMA,RO-DUO-DD4060,,경기 용인시 수지구 죽전동 1355번지 광명샤인빌 401동 12층 옥상,0,2408,,주택용,고압,3,275,3,275,0,0,0,0,"39,160","1,250","44,320",0,1,2007Z13702408,20240708,20240807,194.4,80.6,118%,3G+기타,제외필요,점검필요
ME00151471,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,M,5100,42160,정액제,없음,1208200052,1208200052,243988404,,주택용,고압,,경기 용인시 수지구 죽전동 1355,경기도 용인시 수지구 디지털벨리로 5,-,,0,202503,경기,2007Z1370,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,WCDMA,RO-DUO-DD4060,,경기 용인시 수지구 죽전동 1355번지 광명샤인빌 401동 12층 옥상,0,2409,,주택용,고압,3,275,3,275,0,0,0,0,"39,160","1,250","44,320",0,1,2007Z13702409,20240808,20240907,194.4,80.6,118%,3G+기타,제외필요,점검필요
ME00151471,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,M,5100,42160,정액제,없음,1208200052,1208200052,243988404,,주택용,고압,,경기 용인시 수지구 죽전동 1355,경기도 용인시 수지구 디지털벨리로 5,-,,0,202503,경기,2007Z1370,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,WCDMA,RO-DUO-DD4060,,경기 용인시 수지구 죽전동 1355번지 광명샤인빌 401동 12층 옥상,0,2410,,주택용,고압,3,275,3,275,0,0,0,0,"39,160","1,250","44,320",0,1,2007Z13702410,20240908,20241007,194.4,80.6,118%,3G+기타,제외필요,점검필요
ME00151471,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,M,5100,42160,정액제,없음,1208200052,1208200052,243988404,,주택용,고압,,경기 용인시 수지구 죽전동 1355,경기도 용인시 수지구 디지털벨리로 5,-,,0,202503,경기,2007Z1370,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,WCDMA,RO-DUO-DD4060,,경기 용인시 수지구 죽전동 1355번지 광명샤인빌 401동 12층 옥상,0,2411,,주택용,고압,3,275,3,275,0,0,0,0,"39,160","1,250","44,320",0,1,2007Z13702411,20241008,20241107,194.4,80.6,118%,3G+기타,제외필요,점검필요
ME00151471,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,M,5100,42160,정액제,없음,1208200052,1208200052,243988404,,주택용,고압,,경기 용인시 수지구 죽전동 1355,경기도 용인시 수지구 디지털벨리로 5,-,,0,202503,경기,2007Z1370,죽전광명빌DRO.51.WCDMA.RO-DUO-DD4060,WCDMA,RO-DUO-DD4060,,경기 용인시 수지구 죽전동 1355번지 광명샤인빌 401동 12층 옥상,0,2412,,주택용,고압,3,275,3,275,0,0,0,0,"39,160","1,250","44,320",0,1,2007Z13702412,20241108,20241207,194.4,80.6,118%,3G+기타,제외필요,점검필요
ME00161953,오남리98번도로LRRUM,M,5100,40244,종량제(일반),없음,1208200052,1208200052,1028065716,48171712258,일반용갑저압,저압,,경기 남양주시 오남읍 오남리 713 - 11,경기도 남양주시 오남읍 양지로46번길 129,-,,0,202503,인천,201831908,오남리98번도로LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 남양주시 오남읍 오남리 713-11번지 (공주)SKT 전주(I),0,2409,48171712258,일반용갑저압,저압,4,582,4,582,0,0,0,0,"102,230","3,270","115,720",0,1,2018319082409,20240811,20240910,539.66477,42.33523,118%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00047097,단월면2WIC.51.WCDMA.ICS-WN20,M,5100,42164,종량제(피크),X,2018230821,2018230821,1021409887,92190245103,일반용갑저압,저압,,경기 양평군 단월면 향소리,경기도 양평군단월면 향소리 162-2,SKT-LGU-SKT,,0,202501,경기,20123ABGH,(공동K)단월면2LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 양평군 단월면 향소리 152번지 도로변KTF전주,0,2410,56170324273,일반용갑저압,저압,4,399,4,399,0,0,535,0,"59,074","1,939","66,920",0,1,20123ABGH2410,20240918,20241017,357.0443,41.9557,118%,"4G_PRB(구),3G+기타",제외필요,점검필요
ME00099434,송도힐스테이트401동LRRU.51.LTE.RRU_L(SS),M,5100,40240,종량제(피크+계시별-3종),없음,1208200052,1208200052,1126083404,29250095698,일반용갑II고압A,고압,,인천 연수구 송도동 21 - 60,인천광역시 연수구 컨벤시아대로 80,201230475,,0,202503,인천,201230475,송도힐스테이트401동LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,인천 연수구 송도동 21-60번지 송도힐스테이트아파트 401동,0,2409,29250095698,일반용(갑)II고압A / 2,고압,4,590,2,203,107,280,0,1,"92,617","2,960","104,830",0,1,2012304752409,20240801,20240831,370.02664,219.97336,118%,"4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00161953,오남리98번도로LRRUM,M,5100,40244,종량제(일반),없음,1208200052,1208200052,1028065716,48171712258,일반용갑저압,저압,,경기 남양주시 오남읍 오남리 713 - 11,경기도 남양주시 오남읍 양지로46번길 129,-,,0,202503,인천,201831908,오남리98번도로LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 남양주시 오남읍 오남리 713-11번지 (공주)SKT 전주(I),0,2408,48171712258,일반용갑저압,저압,4,593,4,593,0,0,0,0,"111,455","3,560","126,160",0,1,2018319082408,20240711,20240810,549.59672,43.40328,118%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00075865,서포리마을WMC.51.WCDMA.SF-W20,M,5100,40240,정액제,없음,1208200052,1208200052,1124388802,,주택용,저압,,인천 옹진군 덕적면 서포리 779 - 3,인천광역시 옹진군 덕적면 서포리 779-3,-,,0,202503,인천,200938051,서포리마을WMC.51.WCDMA.SF-W20,WCDMA,SF-W20,,인천 옹진군 덕적면 서포리 779-1번지 나대지전주,0,2410,,주택용,저압,3,268,3,268,0,0,0,0,"43,944","1,400","49,730",0,1,2009380512410,20240910,20241009,473.60491,-205.60491,118%,"5G_EMS,4G_PRB(구),3G+기타",제외필요,점검필요
ME00088909,누산ICWMC.51.WCDMA.SF-W15,M,5100,40240,종량제(일반),없음,1208200052,1208200052,1125054367,2190138807,일반용갑저압,저압,,경기 김포시 양촌면 누산리 619,경기도 김포시 양촌읍 김포대로1750번길 51,-,,0,202503,인천,201032290,누산ICWMC.51.WCDMA.RO-W-D60-CMHU,WCDMA,RO-W-D60-CMHU,,경기 김포시 양촌읍 누산리 619번지,0,2412,2190138807,일반용갑저압,저압,4,778,4,778,0,0,0,0,"118,601","3,790","134,250",0,1,2010322902412,20241018,20241117,663.27112,114.72888,118%,"5G_EMS,4G_EMS,4G_PRB(구),3G+기타",제외필요,점검필요
ME00077693,신정해피트리TMC.51.WIBRO.SF-TM423,M,5100,51450,종량제(피크+계시별-3종),없음,1208200052,1208200052,144932562,25190388708,일반용갑II고압A,고압,,서울 양천구 신정3동 1219 - 1,서울특별시 양천구 중앙로29길 64-,-,,0,202503,강남,201939337,신정해피트리AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 양천구 신정동 1219-1번지 신일해피트리아파트,0,2412,25190388708,일반용(갑)II고압A / 2,고압,4,885,2,290,150,445,0,2,"118,183","3,780","133,780",0,1,2019393372412,20241018,20241117,812.63476,72.36524,118%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00161953,오남리98번도로LRRUM,M,5100,40244,종량제(일반),없음,1208200052,1208200052,1028065716,48171712258,일반용갑저압,저압,,경기 남양주시 오남읍 오남리 713 - 11,경기도 남양주시 오남읍 양지로46번길 129,-,,0,202503,인천,201831908,오남리98번도로LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 남양주시 오남읍 오남리 713-11번지 (공주)SKT 전주(I),0,2410,48171712258,일반용갑저압,저압,4,562,4,562,0,0,0,0,"84,155","2,690","95,260",0,1,2018319082410,20240911,20241010,517.33234,44.66766,117%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00142369,증포동원룸LRRUM,M,5100,42164,종량제(일반),X,2018230821,2018230821,242929701,56170806740,일반용갑저압,저압,,경기 이천시 증포동 232 - 17,경기도 이천시이섭대천로1419번길 99,SKT,,0,202502,경기,20163A1JX,증포동원룸LRRUM.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 이천시 증포동 232-17번지 증포원룸 4층 옥탑,0,2408,56170806740,일반용갑저압,저압,4,758,4,758,0,0,758,0,"140,111","4,320","158,442",0,1,20163A1JX2408,20240701,20240731,715.78926,42.21074,117%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00099434,송도힐스테이트401동LRRU.51.LTE.RRU_L(SS),M,5100,40240,종량제(피크+계시별-3종),없음,1208200052,1208200052,1126083404,29250095698,일반용갑II고압A,고압,,인천 연수구 송도동 21 - 60,인천광역시 연수구 컨벤시아대로 80,201230475,,0,202503,인천,201230475,송도힐스테이트401동LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,인천 연수구 송도동 21-60번지 송도힐스테이트아파트 401동,0,2408,29250095698,일반용(갑)II고압A / 2,고압,4,586,2,201,117,268,0,1,"92,859","2,970","105,110",0,1,2012304752408,20240701,20240731,367.44503,218.55497,117%,"4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00050185,마포성원WIC.51.WCDMA.ICS-WN20,M,5100,51401,종량제(피크+계시별-3종),없음,1208200052,1208200052,143964459,58190015853,일반용갑II고압A,고압,,서울 마포구 망원동 489,서울특별시 마포구 망원로4길 8,-,,0,202503,강북,20193AXCT,(아)마포성원AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 마포구 망원동 489번지 성원2차아파트 201동 15호 층 옥상,0,2410,58190015853,일반용(갑)II고압A / 1,고압,4,689,2,200,107,382,0,1,"92,835","2,970","105,080",0,1,20193AXCT2410,20240825,20240924,603.59377,85.40623,117%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00047097,단월면2WIC.51.WCDMA.ICS-WN20,M,5100,42164,종량제(피크),X,2018230821,2018230821,1021409887,92190245103,일반용갑저압,저압,,경기 양평군 단월면 향소리,경기도 양평군단월면 향소리 162-2,SKT-LGU-SKT,,0,202501,경기,20123ABGH,(공동K)단월면2LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 양평군 단월면 향소리 152번지 도로변KTF전주,0,2409,56170324273,일반용갑저압,저압,4,408,4,408,0,0,552,0,"67,481","2,203","76,432",0,1,20123ABGH2409,20240818,20240917,365.735,42.265,117%,"4G_PRB(구),3G+기타",제외필요,점검필요
ME00133059,마천1동LRRUM.51.LTE.RRU_L(SS),M,5100,51450,종량제(일반),없음,1208200052,1208200052,152284275,5195627173,일반용갑저압,저압,,서울 송파구 마천동,서울특별시 송파구 성내천로 298,-,,0,202503,강남,20153ADI2,마천1동LRRUM.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,서울 송파구 마천동 288-6번지 일반상가 5층 옥상,0,2410,5195627173,일반용갑저압,저압,4,740,4,740,0,0,0,0,"103,006","3,290","116,590",0,1,20153ADI22410,20240911,20241010,685.03509,54.96491,117%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00151284,고삼사동길LRRUM,M,5100,42164,종량제(일반),없음,1208200052,1208200052,244334403,25190139366,주택용,저압,,경기 안성시 고삼면 쌍지리 1077,경기도 안성시 고삼면 쌍지리 1077,-,,0,202503,경기,20173A6UC,(공동)고삼사동길LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 안성시 고삼면 쌍지리 1077번지,0,2409,25190139366,주택용,저압,3,303,3,303,0,0,0,0,"51,945","1,660","58,800",0,1,20173A6UC2409,20240810,20240909,357.29874,-54.29874,117%,"5G_EMS,4G_PRB(구)",제외필요,점검필요
ME00047097,단월면2WIC.51.WCDMA.ICS-WN20,M,5100,42164,종량제(피크),X,2018230821,2018230821,1021409887,92190245103,일반용갑저압,저압,,경기 양평군 단월면 향소리,경기도 양평군단월면 향소리 162-2,SKT-LGU-SKT,,0,202501,경기,20123ABGH,(공동K)단월면2LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 양평군 단월면 향소리 152번지 도로변KTF전주,0,2408,56170324273,일반용갑저압,저압,4,406,4,406,0,0,550,0,"76,258","2,480","86,364",0,1,20123ABGH2408,20240718,20240817,362.8188,43.1812,117%,"4G_PRB(구),3G+기타",제외필요,점검필요
ME00050185,마포성원WIC.51.WCDMA.ICS-WN20,M,5100,51401,종량제(피크+계시별-3종),없음,1208200052,1208200052,143964459,58190015853,일반용갑II고압A,고압,,서울 마포구 망원동 489,서울특별시 마포구 망원로4길 8,-,,0,202503,강북,20193AXCT,(아)마포성원AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 마포구 망원동 489번지 성원2차아파트 201동 15호 층 옥상,0,2409,58190015853,일반용(갑)II고압A / 1,고압,4,686,2,227,118,341,0,2,"105,590","3,370","119,510",0,1,20193AXCT2409,20240725,20240824,600.29017,85.70983,117%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00043720,운학아파트WMC.51.WCDMA.SF-W20,M,5100,42162,종량제(일반),X,2018230821,2018230821,232248449,1171554400,일반용갑저압,저압,,경기 용인시 처인구 운학동 429 - 4,경기도 용인시 처인구동부로 348,LGU-SKT,,0,202501,경기,2012Y6874,운학아파트LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 용인시 처인구 운학동 429-4번지 GS운학주유소,0,2412,1171554400,일반용갑저압,저압,4,749,4,749,0,0,"1,191",0,"116,437","3,679","131,760",0,1,2012Y68742412,20241123,20241222,705.36629,43.63371,117%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00151284,고삼사동길LRRUM,M,5100,42164,종량제(일반),없음,1208200052,1208200052,244334403,25190139366,주택용,저압,,경기 안성시 고삼면 쌍지리 1077,경기도 안성시 고삼면 쌍지리 1077,-,,0,202503,경기,20173A6UC,(공동)고삼사동길LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 안성시 고삼면 쌍지리 1077번지,0,2410,25190139366,주택용,저압,3,290,3,290,0,0,0,0,"48,974","1,560","55,430",0,1,20173A6UC2410,20240910,20241009,338.61374,-48.61374,117%,"5G_EMS,4G_PRB(구)",제외필요,점검필요
ME00094154,금승리평화묘원WRHU.51.WCDMA.RHU-WF6,M,5100,40240,종량제(일반),없음,1208200052,1208200052,1023147620,DR140188063,주택용,저압,,경기 파주시 탄현면 금승리 66 - 2,경기도 파주시 탄현면 금승리 산 66-2,-,,0,202503,인천,201032016,금승리평화묘원WRHU.51.WCDMA.RHU-WF6,WCDMA,RHU-WF6,,경기 파주시 탄현면 금승리 299-5번지,0,2410,DR140188063,주택용,저압,3,242,3,242,0,0,0,0,"38,001","1,210","43,010",0,1,2010320162410,20240905,20241004,240.25854,1.74146,117%,"5G_EMS,3G+기타",제외필요,점검필요
ME00055282,창후2리MPR.51.WCDMA.MPR-WN20,M,5100,40241,종량제(일반),X,2018230821,2018230821,1124015224,92190147658,일반용갑저압,저압,,인천 강화군 하점면 창후리 32 - 2,인천광역시 강화군하점면 강화서로 793,KT-SKT,,0,202501,인천,200822466,창후2리MPR.51.WCDMA.RHU-WN20,WCDMA,RHU-WN20,,인천 강화군 하점면 창후리 32-2번지 나대지 KTF 전주,0,2411,92190147658,일반용갑저압,저압,4,959,4,959,0,0,"1,160",0,"131,797","4,324","149,301",0,1,2008224662411,20241017,20241116,852.17233,106.82767,117%,"5G_EMS,4G_EMS,4G_PRB(구),3G+기타",제외필요,점검필요
ME00094154,금승리평화묘원WRHU.51.WCDMA.RHU-WF6,M,5100,40240,종량제(일반),없음,1208200052,1208200052,1023147620,DR140188063,주택용,저압,,경기 파주시 탄현면 금승리 66 - 2,경기도 파주시 탄현면 금승리 산 66-2,-,,0,202503,인천,201032016,금승리평화묘원WRHU.51.WCDMA.RHU-WF6,WCDMA,RHU-WF6,,경기 파주시 탄현면 금승리 299-5번지,0,2409,DR140188063,주택용,저압,3,251,3,251,0,0,0,0,"40,058","1,280","45,340",0,1,2010320162409,20240805,20240904,248.56385,2.43615,117%,"5G_EMS,3G+기타",제외필요,점검필요
ME00151284,고삼사동길LRRUM,M,5100,42164,종량제(일반),없음,1208200052,1208200052,244334403,25190139366,주택용,저압,,경기 안성시 고삼면 쌍지리 1077,경기도 안성시 고삼면 쌍지리 1077,-,,0,202503,경기,20173A6UC,(공동)고삼사동길LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 안성시 고삼면 쌍지리 1077번지,0,2411,25190139366,주택용,저압,3,297,3,297,0,0,0,0,"50,574","1,610","57,240",0,1,20173A6UC2411,20241010,20241109,355.54588,-58.54588,117%,"5G_EMS,4G_PRB(구)",제외필요,점검필요
ME00053195,묵2동현대WMC.51.WCDMA.WAFMCB,M,5100,51400,종량제(피크),X,2018230821,2018230821,144257499,6170217622,일반용갑저압,저압,,서울 중랑구 묵동 236 - 34,서울특별시 중랑구중랑천로 308-1,SKT-KT-LGU-SKT,,0,202502,강북,20193AHG3,묵2동현대AAUE_2.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 중랑구 묵동 236-34번지 일반건물 6층 옥상,0,2408,6170217622,일반용갑저압,저압,5,839,5,839,0,0,"2,210",0,"137,598","4,298","155,656",0,1,20193AHG32408,20240701,20240731,767.13624,71.86376,117%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00050185,마포성원WIC.51.WCDMA.ICS-WN20,M,5100,51401,종량제(피크+계시별-3종),없음,1208200052,1208200052,143964459,58190015853,일반용갑II고압A,고압,,서울 마포구 망원동 489,서울특별시 마포구 망원로4길 8,-,,0,202503,강북,20193AXCT,(아)마포성원AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 마포구 망원동 489번지 성원2차아파트 201동 15호 층 옥상,0,2408,58190015853,일반용(갑)II고압A / 1,고압,4,657,2,218,123,316,0,1,"102,499","3,380","116,120",0,1,20193AXCT2408,20240625,20240724,571.26057,85.73943,116%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00077693,신정해피트리TMC.51.WIBRO.SF-TM423,M,5100,51450,종량제(피크+계시별-3종),없음,1208200052,1208200052,144932562,25190388708,일반용갑II고압A,고압,,서울 양천구 신정3동 1219 - 1,서울특별시 양천구 중앙로29길 64-,-,,0,202503,강남,201939337,신정해피트리AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 양천구 신정동 1219-1번지 신일해피트리아파트,0,2408,25190388708,일반용(갑)II고압A / 2,고압,4,863,2,287,160,416,0,2,"127,606","4,350","144,710",0,1,2019393372408,20240618,20240717,773.31375,89.68625,116%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00151284,고삼사동길LRRUM,M,5100,42164,종량제(일반),없음,1208200052,1208200052,244334403,25190139366,주택용,저압,,경기 안성시 고삼면 쌍지리 1077,경기도 안성시 고삼면 쌍지리 1077,-,,0,202503,경기,20173A6UC,(공동)고삼사동길LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 안성시 고삼면 쌍지리 1077번지,0,2408,25190139366,주택용,저압,3,304,3,304,0,0,0,0,"52,174","1,660","59,050",0,1,20173A6UC2408,20240710,20240809,353.23763,-49.23763,116%,"5G_EMS,4G_PRB(구)",제외필요,점검필요
ME00041077,천불사DMC.51.WCDMA.SF-DUO,M,5100,51453,종량제(피크),X,2018230821,2018230821,143208339,6170147298,일반용갑저압,저압,,서울 금천구 시흥동 3 - 26 아름아트빌,서울특별시 금천구독산로50길 163-9,SKT,,0,202502,강남,20193BEIU,천불사AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 금천구 시흥동 3-26번지 아름아트빌,0,2408,6170147298,일반용갑저압,저압,4,839,4,839,0,0,839,0,"151,969","4,700","171,866",0,1,20193BEIU2408,20240701,20240731,784.64562,54.35438,116%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00093871,화양초교3YMC.51.WIBRO.SF-IMN30,M,5100,51403,종량제(피크),X,2018230821,2018230821,146243446,39170842195,일반용갑저압,저압,,서울 광진구 화양동 34 - 3,서울특별시 광진구아차산로27길 54,SKT,,0,202502,강북,20183AA0L,화양초교3AAUE_2.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 광진구 화양동 34-33번지 일반건물 4층 옥탑,0,2411,39170842195,일반용갑저압,저압,4,725,4,725,0,0,725,0,"105,917","3,220","119,729",0,1,20183AA0L2411,20241001,20241031,707.0526,17.9474,116%,"5G_EMS,4G_EMS,4G_PRB(구),3G+기타",제외필요,점검필요
ME00050185,마포성원WIC.51.WCDMA.ICS-WN20,M,5100,51401,종량제(피크+계시별-3종),없음,1208200052,1208200052,143964459,58190015853,일반용갑II고압A,고압,,서울 마포구 망원동 489,서울특별시 마포구 망원로4길 8,-,,0,202503,강북,20193AXCT,(아)마포성원AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 마포구 망원동 489번지 성원2차아파트 201동 15호 층 옥상,0,2412,58190015853,일반용(갑)II고압A / 1,고압,4,619,2,200,104,315,0,1,"91,562","2,920","103,630",0,1,20193AXCT2412,20241025,20241124,577.9378,41.0622,116%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00113402,중화우리빌딩LRRU.51.LTE.RRU_L(SS),M,5100,51400,종량제(일반),X,2018230821,2018230821,150154917,6170228225,일반용갑저압,저압,,서울 중랑구 중화동,서울특별시 중랑구동일로 832,SKT,,0,202502,강북,2013Z5446,중화우리빌딩LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,서울 중랑구 중화동 283-15번지 우리빌딩 5층 옥탑,0,2412,6170228225,일반용갑저압,저압,4,795,4,795,0,0,795,0,"134,875","4,150","152,513",0,1,2013Z54462412,20241101,20241130,714.06084,80.93916,116%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00192177,서신백미항입구AAUS_1.51.5G.AAU10-3.5G-32T(SS),M,5100,42160,종량제(일반),없음,1208200052,1208200052,250051474,35190700988,일반용갑저압,저압,,경기 화성시 서신면 백미리 328 - 2,경기도 화성시 서신면 백미길 210-35,-,,0,202503,경기,2022Y2778,서신백미항입구AAUS_1.51.5G.AAU10-3.5G-32T(SS),5G,AAU10-3.5G-32T(SS),,경기 화성시 서신면 백미리 328-2번지,0,2411,35190700988,일반용갑저압,저압,4,538,4,538,0,0,0,0,"81,614","2,610","92,380",0,1,2022Y27782411,20240923,20241022,467.2421,70.7579,116%,"5G_EMS,4G_EMS,4G_PRB(구),3G+기타",제외필요,점검필요
ME00077693,신정해피트리TMC.51.WIBRO.SF-TM423,M,5100,51450,종량제(피크+계시별-3종),없음,1208200052,1208200052,144932562,25190388708,일반용갑II고압A,고압,,서울 양천구 신정3동 1219 - 1,서울특별시 양천구 중앙로29길 64-,-,,0,202503,강남,201939337,신정해피트리AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 양천구 신정동 1219-1번지 신일해피트리아파트,0,2411,25190388708,일반용(갑)II고압A / 2,고압,4,861,2,255,137,469,0,1,"105,371","3,370","119,270",0,1,2019393372411,20240918,20241017,772.98854,88.01146,116%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00165529,운천리304-1LRRUM.51.LTE.ARRU_L(SS),M,5100,40240,종량제(일반),없음,1208200052,1208200052,1028257983,24170226269,일반용갑저압,저압,,경기 포천시 영북면 운천리 303 - 1,경기도 포천시 영북면 영북로 112-12,-,,0,202503,인천,2018Z0304,(공동)운천리304-1LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 포천시 영북면 운천리 303-1번지,0,2412,24170226269,일반용갑저압,저압,4,587,4,587,0,0,0,0,"98,104","3,130","111,040",0,1,2018Z03042412,20241023,20241122,531.50242,55.49758,116%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
ME00041077,천불사DMC.51.WCDMA.SF-DUO,M,5100,51453,종량제(피크),X,2018230821,2018230821,143208339,6170147298,일반용갑저압,저압,,서울 금천구 시흥동 3 - 26 아름아트빌,서울특별시 금천구독산로50길 163-9,SKT,,0,202502,강남,20193BEIU,천불사AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,서울 금천구 시흥동 3-26번지 아름아트빌,0,2411,6170147298,일반용갑저압,저압,4,837,4,837,0,0,837,0,"117,778","3,600","133,156",0,1,20193BEIU2411,20241001,20241031,781.15485,55.84515,116%,"5G_EMS,4G_EMS,4G_PRB(구)",제외필요,점검필요
