한전내역번호,한전내역명칭,한전유형,사업영역,코스트센터,전기계약구분,RAPA,(현)한전구매처,지급처,한전고객번호,계량기번호,계량종별,고객구분,450시간초과요금적용여부,주소,한전-빌링주소,한전-관리필드,삭제여부,삭제일,최종지급월,지역본부,통합시설코드,통합시설명,세부사업구분,장비유형,국사구분,통합시설주소,최종서비스종료일,yymm,계량기,계약종별,고객구분.1,계약전력,월사용량,고압요금적용전력,당월사용량_중,당월사용량_최,당월사용량_경,RAPA총사용량,당월최대수요전력,공급가,기타금액,실지급액,450시간초과요금,처리건수,도우미,실사용시작일,실사용종료일,시스템사용량,청구서-시스템,청구서기준,무슨시스템,제외필요,정상여부
ME00171782,과천주암골든힐LRRUM.51.LTE.ARRU_L(SS),M,5100,42160,종량제(일반),X,2018230821,2018230821,156893395,68190117291,일반용갑저압,저압,,경기 과천시 주암동 105 - 45,경기도 과천시죽바위로 37-23,SKT-KT,,0,202501,경기,20193B4FA,과천주암골든힐LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 과천시 주암동 105-45번지 3층 옥탑,0,2412,68190117291,일반용갑저압,저압,4,738,4,738,0,0,"1,376",0,"114,974","3,561","130,032",0,1,20193B4FA2412,20241124,20241223,652.0899,85.9101,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00153935,당동자연앤605동LRRUM,M,5100,40244,종량제(피크),없음,1208200052,1208200052,1027446914,25250019331,주택용,고압,,경기 파주시 문산읍 당동리 930,경기도 파주시 문산읍 당동 1로 11,-,,0,202503,인천,20173A6SK,(공동)당동자연앤605동LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 파주시 문산읍 당동리 930번지,0,2409,25250019331,주택용,고압,3,452,3,452,0,0,0,1,"80,787","2,580","91,440",0,1,20173A6SK2409,20240810,20240909,401.63832,50.36168,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00182626,대야동성신양행AAUD_1.51.5G.AAU20-3.5G-32T(SS),M,5100,40240,종량제(일반),X,2018230821,2018230821,1131830963,67190030506,일반용갑저압,저압,,경기 시흥시 대야동 496 - 7,경기도 시흥시호현로34번안길 5,SKT-LGU,,0,202501,인천,2021Z9971,대야동성신양행AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,경기 시흥시 대야동 496-7번지,0,2409,67190030506,일반용갑저압,저압,4,528,4,528,0,0,"1,095",0,"78,162","2,339","88,317",0,1,2021Z99712409,20240824,20240923,471.12688,56.87312,88%,5G_EMS,제외필요,정상
ME00196864,마룡리11-2,M,5100,42160,종량제(일반),X,2018230821,1208200052,1030812889,25190566885,일반용갑저압,저압,,경기 양평군 용문면 마룡리 11 - 2,경기도 양평군용문면 마룡리 11-2,SKT-KT,,0,202502,경기,20223ATRU,(공동K)용문마룡교차로LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 양평군 용문면 마룡리 11-2번지,0,2411,25190662263,주택용,저압,3,246,3,246,0,0,0,0,"38,915","1,240","44,040",0,1,20223ATRU2411,20241009,20241108,215.89002,30.10998,88%,"4G_PRB(구),3G+기타",제외필요,정상
ME00192841,능곡주공909동TMNF.51.WCDMA.SF-TMNF463,M,5100,40240,종량제(피크+계시별-3종),없음,1208200052,1208200052,1132496323,10190047523,일반용갑II고압A,고압,,경기 시흥시 능곡동 787,경기도 시흥시 능곡중앙로 34,-,,0,202503,인천,20212A63I,(아)능곡주공909동AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,경기 시흥시 능곡동 787번지,0,2411,10190047523,일반용(갑)II고압A / 1,고압,4,645,2,196,108,341,0,1,"84,501","2,700","95,650",0,1,20212A63I2411,20240925,20241024,569.47014,75.52986,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00104764,송산리삼거리LRRU.51.LTE.RRU_L(SS),M,5100,42160,종량제(일반),없음,1208200052,1208200052,237842812,8190361022,일반용갑저압,저압,,경기 이천시 장호원읍 송산리 2,경기도 이천시 장호원읍 송산리 2,-,,0,202503,경기,20123AB66,(공동)송산리삼거리LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 이천시 장호원읍 송산리 2번지,0,2410,8190361022,일반용갑저압,저압,4,626,4,626,0,0,0,0,"90,933","2,900","102,920",0,1,20123AB662410,20240905,20241004,556.9621,69.0379,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00195842,원창일흥LRRUM.51.LTE.RRU_L(SS),M,5100,40240,종량제(피크+계시별-3종),없음,1208200052,1208200052,1132678038,25190471183,일반용갑II고압A,고압,,인천 서구 청라동 205 - 2,인천광역시 서구 파랑로482번길 16,-,,0,202503,인천,20222A0KT,원창일흥LRRUM.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,인천 서구 청라동 205-2번지,0,2412,25190471183,일반용(갑)II고압A / 1,고압,4,333,1,112,67,154,0,1,"50,932","1,620","57,640",0,1,20222A0KT2412,20241105,20241204,293.84553,39.15447,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00002687,이동묘봉리,M,5100,42162,종량제(일반),없음,1208200052,1208200052,204529475,TH141463703,일반용갑저압,저압,,경기 용인시 처인구 이동면 묘봉리 723,경기도 용인시 처인구 이동읍 묘봉로 29,-,,0,202503,경기,200632648,이동묘봉리WMC.51.WCDMA.SF-W20,WCDMA,SF-W20,,경기 용인시 처인구 이동읍 묘봉리 970-17번지,0,2411,TH141463703,일반용갑저압,저압,4,577,4,577,0,0,0,0,"85,744","2,740","97,050",0,1,2006326482411,20240925,20241024,514.78156,62.21844,88%,"5G_EMS,4G_EMS,4G_PRB(구),3G+기타",제외필요,정상
ME00198198,호원한신102동AAUE_1.51.5G.AAU21-3.5G-32T(SS),M,5100,51450,종량제(피크+계시별-3종),없음,1208200052,1208200052,1030885532,7190420246,일반용갑II고압A,고압,,경기 의정부시 호원동 10 - 1 한신1차아파트 2동,경기도 의정부시 회룡로 111,-,,0,202503,인천,202238104,호원한신102동AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,경기 의정부시 호원동 10-1번지 한신1차아파트 102동 15층 옥탑,0,2408,7190420246,일반용(갑)II고압A / 1,고압,4,496,1,163,92,241,0,1,"73,581","2,350","83,280",0,1,2022381042408,20240715,20240814,438.03039,57.96961,88%,5G_EMS,제외필요,정상
ME00185910,설문동1084-1AAUD_1.51.5G.AAU20-3.5G-32T(SS),M,5100,40240,종량제(일반),없음,1208200052,1208200052,1030041230,47199046500,일반용갑저압,저압,,경기 고양시 일산동구 설문동 1084 - 1,경기도 고양시 일산동구 설문동 1084-1,-,,0,202503,인천,20212A79R,(고압)설문동1084-1AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,경기 고양시 일산동구 설문동 1084-1번지 KT환경친화형 전주,0,2411,47199046500,일반용갑저압,저압,4,472,4,472,0,0,0,0,"78,337","2,500","88,670",0,1,20212A79R2411,20241010,20241109,438.19577,33.80423,88%,5G_EMS,제외필요,정상
ME00067403,도화1동3DOR.51.WCDMA.OR-DUO2,M,5100,40240,종량제(일반),없음,1208200052,1208200052,1124223767,92190769366,일반용갑저압,저압,,인천 남구 용현동 54 - 1,인천광역시 미추홀구 경인북길279번길 23,-,,0,202503,인천,202031007,도화1동3AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,인천 미추홀구 용현동 54-1번지,0,2411,92190769366,일반용갑저압,저압,4,617,4,617,0,0,0,0,"89,980","2,870","101,840",0,1,2020310072411,20241001,20241031,544.38544,72.61456,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00074152,월문리이곡길DOR.51.WCDMA.LR-DUOR5,M,5100,40240,종량제(일반),X,2018230821,2018230821,1022332208,39170791226,일반용갑저압,저압,,경기 남양주시 와부읍 월문리 1165,경기도 남양주시와부읍 월문리 1165,SKT-LGU,,0,202501,인천,2009Y1140,(고압)월문리이곡길DOR.51.WCDMA.OR-DUO5,WCDMA,OR-DUO5,,경기 남양주시 와부읍 월문리 1165번지 (공주)SKT 전주(I),0,2409,39170791226,일반용갑저압,저압,4,601,4,601,0,0,"1,184",0,"86,756","2,634","98,066",0,1,2009Y11402409,20240824,20240923,486.33384,114.66616,88%,"5G_EMS,4G_PRB(구),3G+기타",제외필요,정상
ME00156405,이천리스위스에델LRRUM,M,5100,40244,종량제(일반),없음,1208200052,1208200052,1027545996,37190025080,주택용,저압,,경기 가평군 설악면 이천리 229 - 3,경기도 가평군 설악면 이천리 229-3,-,,0,202503,인천,2017Y1424,(공동K)이천리스위스에델LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 가평군 설악면 이천리 229-3번지,0,2409,37190025080,주택용,저압,3,133,3,133,0,0,0,0,"18,732",590,"21,190",0,1,2017Y14242409,20240809,20240908,117.1733,15.8267,88%,4G_PRB(구),#N/A,정상
ME00156405,이천리스위스에델LRRUM,M,5100,40244,종량제(일반),없음,1208200052,1208200052,1027545996,37190025080,주택용,저압,,경기 가평군 설악면 이천리 229 - 3,경기도 가평군 설악면 이천리 229-3,-,,0,202503,인천,2017Y1424,(공동K)이천리스위스에델LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 가평군 설악면 이천리 229-3번지,0,2410,37190025080,주택용,저압,3,126,3,126,0,0,0,0,"17,794",560,"20,130",0,1,2017Y14242410,20240909,20241008,110.984,15.016,88%,4G_PRB(구),#N/A,정상
ME00172681,(철2)성수성광2AAUS_1.51.5G.AAU10-3.5G-32T(SS),M,5100,51400,종량제(일반),없음,1208200052,1208200052,157071707,48190241847,주택용,저압,,서울 성동구 성수동2가 315 - 17,서울특별시 성동구 연무장9길 10,-,,0,202503,강북,20193BF7F,(핵)(철2)성수성광2AAUH_1.51.5G.AAU20-3.5G-64T(SS),5G,AAU20-3.5G-64T(SS),,서울 성동구 성수동2가 315-17번지 일반건물 5층 옥상,0,2408,48190241847,주택용,저압,3,298,3,298,0,0,0,0,"50,802","1,620","57,500",0,1,20193BF7F2408,20240717,20240816,262.45004,35.54996,88%,5G_EMS,제외필요,정상
ME00037834,오금동2.51.AB.A8+,M,5100,40241,종량제(일반),없음,1208200052,1208200052,1020526299,24250069963,일반용갑저압,저압,,경기 고양시 덕양구 오금동 오금동 철도건널목부근 전주,경기도 고양시 덕양구 오금동 80,-,,0,202503,인천,20133A168,(고압)오금동2LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 고양시 덕양구 선유동 393-1번지,0,2412,24250069963,일반용갑저압,저압,4,611,4,611,0,0,0,0,"105,903","3,380","119,870",0,1,20133A1682412,20241112,20241211,538.04862,72.95138,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00104263,세교동LRRU.51.LTE.RRU_L(SS),M,5100,42163,종량제(피크+계시별-3종),없음,1208200052,1208200052,237904149,29250041691,일반용갑II고압A,고압,,경기 평택시 세교동 555,경기도 평택시 세교공원로 66,-,,0,202503,경기,20132ABTJ,세교동LRRUM.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 평택시 세교동 555번지 부영아파트내 상가,0,2408,29250041691,일반용(갑)II고압A / 2,고압,4,960,2,309,162,489,0,2,"138,394","4,420","156,650",0,1,20132ABTJ2408,20240705,20240804,845.27429,114.72571,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00195842,원창일흥LRRUM.51.LTE.RRU_L(SS),M,5100,40240,종량제(피크+계시별-3종),없음,1208200052,1208200052,1132678038,25190471183,일반용갑II고압A,고압,,인천 서구 청라동 205 - 2,인천광역시 서구 파랑로482번길 16,-,,0,202503,인천,20222A0KT,원창일흥LRRUM.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,인천 서구 청라동 205-2번지,0,2411,25190471183,일반용(갑)II고압A / 1,고압,4,348,1,112,64,172,0,1,"46,099","1,470","52,170",0,1,20222A0KT2411,20241005,20241104,306.79371,41.20629,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00171782,과천주암골든힐LRRUM.51.LTE.ARRU_L(SS),M,5100,42160,종량제(일반),X,2018230821,2018230821,156893395,68190117291,일반용갑저압,저압,,경기 과천시 주암동 105 - 45,경기도 과천시죽바위로 37-23,SKT-KT,,0,202501,경기,20193B4FA,과천주암골든힐LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 과천시 주암동 105-45번지 3층 옥탑,0,2411,68190117291,일반용갑저압,저압,4,776,4,776,0,0,"1,442",0,"114,502","3,546","129,498",0,1,20193B4FA2411,20241024,20241123,683.48569,92.51431,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00200018,"영통동,영통와이티오피스텔(영통1동주민센터AAUD_1)",M,5100,42160,종량제(피크+계시별-3종),없음,1208200052,1208200052,251044034,25191028381,일반용갑II고압A,고압,,경기 수원시 영통구 영통동 947 - 8 YT오피스텔 영통와이티오피스텔,경기도 수원시 영통구 봉영로1759번길 17,-,,0,202503,경기,20213A19K,영통1동주민센터AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,경기 수원시 영통구 영통동 947-8번지,0,2408,25191028381,일반용(갑)II고압A / 2,고압,4,543,2,177,101,265,0,1,"86,033","2,750","97,380",0,1,20213A19K2408,20240715,20240814,478.3738,64.6262,88%,5G_EMS,제외필요,정상
ME00153935,당동자연앤605동LRRUM,M,5100,40244,종량제(피크),없음,1208200052,1208200052,1027446914,25250019331,주택용,고압,,경기 파주시 문산읍 당동리 930,경기도 파주시 문산읍 당동 1로 11,-,,0,202503,인천,20173A6SK,(공동)당동자연앤605동LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 파주시 문산읍 당동리 930번지,0,2411,25250019331,주택용,고압,3,449,3,449,0,0,0,1,"80,018","2,560","90,580",0,1,20173A6SK2411,20241010,20241109,406.07452,42.92548,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00185696,광사동먹골전주AAUD_1.51.5G.AAU20-3.5G-32T(SS),M,5100,40240,종량제(일반),없음,1208200052,1208200052,1029988157,35190602353,주택용,저압,,경기 양주시 광사동 551 - 24,경기도 양주시 광사동 551-24,-,,0,202503,인천,20212A6TA,광사동먹골전주AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,경기 양주시 광사동 551-24번지 KT전주,0,2410,35190602353,주택용,저압,3,252,3,252,0,0,0,0,"40,287","1,280","45,590",0,1,20212A6TA2410,20240902,20241001,223.9161,28.0839,88%,5G_EMS,#N/A,정상
ME00039122,계정1리MC.51.1X.SF-C20,M,5100,42162,종량제(일반),없음,1208200052,1208200052,1020742493,89190021319,주택용,저압,,경기 양평군 양동면 계정1리 653 - 2 나대지,경기도 양평군 양동면 계정리 653-1,-,,0,202503,경기,200730978,계정1리WMC.51.WCDMA.SF-W15,WCDMA,SF-W15,,경기 양평군 양동면 계정리 653-2번지 (공주)SKT 전주(I),0,2412,89190021319,주택용,저압,3,230,3,230,0,0,0,0,"35,258","1,120","39,900",0,1,2007309782412,20241117,20241216,182.80015,47.19985,88%,"4G_EMS,3G+기타",제외필요,정상
ME00196337,원미대준블루인AAUE_1,M,5100,40245,종량제(일반),없음,1208200052,1208200052,1132715462,25190416531,주택용,저압,,경기 부천시 심곡동 83 - 1,경기도 부천시 원미구 조마루로366번길 56,-,,0,202503,인천,202234230,원미대준블루인AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,경기 부천시 원미구 심곡동 83-1번지,0,2412,25190416531,주택용,저압,3,296,3,296,0,0,0,0,"50,345","1,610","56,990",0,1,2022342302412,20241101,20241130,282.36373,13.63627,88%,5G_EMS,제외필요,정상
ME00178755,시흥동훈영세탁AAUD_1.51.5G.AAU20-3.5G-32T(SS),M,5100,51450,종량제(일반),없음,1208200052,1208200052,157987283,47190173988,일반용갑저압,저압,,서울 금천구 시흥동 925,서울특별시 금천구 독산로8길 49,-,,0,202503,강남,20203ABJ1,시흥동훈영세탁AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,서울 금천구 시흥동 925번지,0,2408,47190173988,일반용갑저압,저압,4,788,4,788,0,0,0,0,"140,003","4,480","158,480",0,1,20203ABJ12408,20240705,20240804,693.66938,94.33062,88%,5G_EMS,제외필요,정상
ME00130397,대반3리마을LRRU.51.LTE.RRU_L(SS),M,5100,42164,종량제(일반),없음,1208200052,1208200052,240987786,92190576217,일반용갑저압,저압,,경기 평택시 안중읍 대반리,경기도 평택시 안중읍 대반3길 23,-,,0,202503,경기,2015Z2557,대반3리마을LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 평택시 안중읍 대반리 510번지 소유주집 옆 나대지 SKT전주,0,2409,92190576217,일반용갑저압,저압,4,473,4,473,0,0,0,0,"93,887","3,000","106,270",0,1,2015Z25572409,20240724,20240823,416.40218,56.59782,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00193030,용주사LG전주AAUS_1.51.5G.AAU10-3.5G-32T(SS),M,5100,42160,종량제(일반),없음,1208200052,1208200052,250368622,67190358274,일반용갑저압,저압,,경기 화성시 송산동 194 - 29,경기도 화성시 화산남로 68-3,-,,0,202503,경기,2022Y2922,(고압)용주사LG전주AAUS_1.51.5G.AAU10-3.5G-32T(SS),5G,AAU10-3.5G-32T(SS),,경기 화성시 송산동 194-29번지,0,2409,67190358274,일반용갑저압,저압,4,527,4,527,0,0,0,0,"99,038","3,160","112,100",0,1,2022Y29222409,20240805,20240904,463.85713,63.14287,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00189815,사리현동469전주AAUD_1,M,5100,40240,종량제(일반),없음,1208200052,1208200052,1030436821,37190028198,주택용,저압,,경기 고양시 일산동구 사리현동 469,경기도 고양시 일산동구 사리현동 469,-,,0,202503,인천,2022Y6359,사리현동469전주AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,경기 고양시 일산동구 사리현동 469번지 LG전주,0,2408,37190028198,주택용,저압,3,236,3,236,0,0,0,0,"36,629","1,170","41,460",0,1,2022Y63592408,20240712,20240811,207.72442,28.27558,88%,5G_EMS,#N/A,정상
ME00177712,낙원동235-5AAUD_1,M,5100,51405,종량제(일반),없음,1208200052,1208200052,158003281,39190256437,일반용갑저압,저압,,서울 종로구 낙원동 235 - 5,서울특별시 종로구 수표로 125,-,,0,202503,강북,20203ABR3,낙원동235-5AAUH_1.51.5G.AAU20-3.5G-64T(SS),5G,AAU20-3.5G-64T(SS),,서울 종로구 낙원동 235-5번지 일반건물 5층 옥탑,0,2409,39190256437,일반용갑저압,저압,4,581,4,581,0,0,0,0,"104,392","3,340","118,170",0,1,20203ABR32409,20240808,20240907,515.27139,65.72861,88%,5G_EMS,제외필요,정상
ME00185696,광사동먹골전주AAUD_1.51.5G.AAU20-3.5G-32T(SS),M,5100,40240,종량제(일반),없음,1208200052,1208200052,1029988157,35190602353,주택용,저압,,경기 양주시 광사동 551 - 24,경기도 양주시 광사동 551-24,-,,0,202503,인천,20212A6TA,광사동먹골전주AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,경기 양주시 광사동 551-24번지 KT전주,0,2408,35190602353,주택용,저압,3,241,3,241,0,0,0,0,"37,772","1,200","42,740",0,1,20212A6TA2408,20240702,20240801,212.42154,28.57846,88%,5G_EMS,#N/A,정상
ME00200640,가운테니스장AAUE_1.51.5G.AAU21-3.5G-32T(SS),M,5100,40240,종량제(일반),없음,1208200052,1208200052,1031057603,37190087625,주택용,저압,,경기 남양주시 다산동 557 - 5,경기도 남양주시 다산동 466-8,-,,0,202503,인천,2023Z1367,가운테니스장AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,경기 남양주시 다산동 557-5번지 나대지KT통신주,0,2412,37190087625,주택용,,4,155,4,155,0,0,0,0,"21,680",690,"24,530",0,1,2023Z13672412,20241026,20241125,136.42893,18.57107,88%,5G_EMS,#N/A,정상
ME00174365,송정드림캐슬105동LRRUM.51.LTE.ARRU_L(SS),M,5100,42160,종량제(일반),없음,1208200052,1208200052,247666075,5190050548,일반용갑저압,저압,,경기 이천시 송정동 375 - 7,경기도 이천시 증신로271번길 133,-,,0,202503,경기,202037200,송정드림캐슬105동LRRUM.51.LTE.ARRU_L(SS),LTE,ARRU_L(SS),,경기 이천시 송정동 375-7번지,0,2412,5190050548,일반용갑저압,저압,4,685,4,685,0,0,0,0,"115,745","3,700","131,020",0,1,2020372002412,20241112,20241211,601.99859,83.00141,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00006472,길병원(MC),M,5100,40243,종량제(일반),X,2018230821,2018230821,1109008135,98190241145,일반용갑저압,저압,,인천 남동구 구월동 1225 - 33,인천광역시 남동구용천로 20,KT-SKT,,0,202502,인천,20193BTZ6,길병원AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,인천 남동구 구월동 1225-33번지,0,2409,98190241145,일반용갑저압,저압,4,872,4,872,0,0,"1,480",0,"141,068","4,437","159,612",0,1,20193BTZ62409,20240804,20240903,766.28625,105.71375,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00174092,서교푸르지오한전주AAUD_1,M,5100,51405,종량제(일반),X,2018230821,2018230821,157462081,98190009269,주택용,저압,,서울 마포구 서교동 342 - 12,서울특별시 마포구와우산로23길 14,SKT,,0,202502,강북,202032178,서교푸르지오한전주AAUH_1.51.5G.AAU20-3.5G-64T(SS),5G,AAU20-3.5G-64T(SS),,서울 마포구 서교동 342-12번지,0,2412,98190009269,주택용,저압,3,254,3,254,0,0,254,0,"45,244","1,280","51,048",0,1,2020321782412,20241101,20241130,225.59324,28.40676,88%,5G_EMS,#N/A,정상
ME00067403,도화1동3DOR.51.WCDMA.OR-DUO2,M,5100,40240,종량제(일반),없음,1208200052,1208200052,1124223767,92190769366,일반용갑저압,저압,,인천 남구 용현동 54 - 1,인천광역시 미추홀구 경인북길279번길 23,-,,0,202503,인천,202031007,도화1동3AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,인천 미추홀구 용현동 54-1번지,0,2408,92190769366,일반용갑저압,저압,4,656,4,656,0,0,0,0,"120,678","3,860","136,600",0,1,2020310072408,20240701,20240731,577.63063,78.36937,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00097015,연성중교WRU.51.WCDMA.RRU-W(SS),M,5100,40240,종량제(피크+계시별-3종),없음,1208200052,1208200052,1125869111,6190124145,일반용갑II고압A,고압,,경기 시흥시 하상동 377 - 1,경기도 시흥시 연성로 103,-,,0,202503,인천,20193AGR2,연성중교AAUH_1.51.5G.AAU20-3.5G-64T(SS),5G,AAU20-3.5G-64T(SS),,경기 시흥시 하상동 377-7번지,0,2410,6190124145,일반용(갑)II고압A / 2,고압,4,882,2,252,138,492,0,2,"112,552","3,600","127,400",0,1,20193AGR22410,20240825,20240924,779.2872,102.7128,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00126760,풍무양도사거리LRRUM.51.LTE.RRU_L(SS),M,5100,40244,종량제(일반),없음,1208200052,1208200052,1127452780,25191196536,일반용갑저압,저압,,경기 김포시 풍무동,경기도 김포시 풍무로 102,-,,0,202503,인천,20143A590,풍무양도사거리LRRUM.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 김포시 풍무동 405-4번지 중석빌딩,0,2409,25191196536,일반용갑저압,저압,4,885,4,885,0,0,0,0,"154,204","4,930","174,550",0,1,20143A5902409,20240722,20240821,776.57145,108.42855,88%,"5G_EMS,4G_PRB(구),3G+기타",제외필요,정상
ME00049608,영태리마을회관WMC.51.WCDMA.SF-W20,M,5100,40241,종량제(일반),X,2018230821,2018230821,1021528302,25199014664,일반용갑저압,저압,,경기 파주시 월롱면 영태1리 772 - 4,경기도 파주시월롱면 한태말길 187,SKT-KT-LGU,,0,202502,인천,2012Y9163,(공동)(철)영태리마을회관LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 파주시 월롱면 영태리 772-4번지 마을회관 2층,0,2411,25199014664,일반용갑저압,저압,4,959,4,959,0,0,"1,693",0,"120,979","3,909","136,986",0,1,2012Y91632411,20241009,20241108,821.90267,137.09733,88%,"5G_EMS,4G_EMS,4G_PRB(구),3G+기타",제외필요,정상
ME00115019,수원산업단지LRRUM.51.LTE.RRU_L(SS),M,5100,42162,종량제(피크+계시별-3종),없음,1208200052,1208200052,238807314,24250112191,일반용갑II고압A,고압,,경기 수원시 권선구 고색동,경기도 수원시 권선구 산업로 102,-,,0,202503,경기,20112A9GE,수원산업단지LRRU.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,경기 수원시 권선구 고색동 944번지 에스티씨 4층 옥탑,0,2410,24250112191,일반용(갑)II고압A / 2,고압,4,901,2,282,159,460,0,1,"116,698","3,730","132,090",0,1,20112A9GE2410,20240822,20240921,796.20856,104.79144,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00177414,마천금호타운AAUD_1,M,5100,51455,종량제(일반),X,2018230821,2018230821,151817237,5195634843,일반용갑저압,저압,,서울 송파구 마천동 304,서울특별시 송파구마천로57길 18,SKT-KT-LGU,,0,202502,강남,20203AB5A,마천금호타운AAUH_1.51.5G.AAU20-3.5G-64T(SS),5G,AAU20-3.5G-64T(SS),,서울 송파구 마천동 304번지 마천 금호아파트 상가,0,2411,5195634843,일반용갑저압,저압,4,769,4,769,0,0,"2,154",0,"96,840","2,970","109,494",0,1,20203AB5A2411,20241005,20241104,685.03158,83.96842,88%,5G_EMS,제외필요,정상
ME00006472,길병원(MC),M,5100,40243,종량제(일반),X,2018230821,2018230821,1109008135,98190241145,일반용갑저압,저압,,인천 남동구 구월동 1225 - 33,인천광역시 남동구용천로 20,KT-SKT,,0,202502,인천,20193BTZ6,길병원AAUE_1.51.5G.AAU21-3.5G-32T(SS),5G,AAU21-3.5G-32T(SS),,인천 남동구 구월동 1225-33번지,0,2412,98190241145,일반용갑저압,저압,4,833,4,833,0,0,"1,419",0,"127,609","4,004","144,374",0,1,20193BTZ62412,20241104,20241203,732.22006,100.77994,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00067403,도화1동3DOR.51.WCDMA.OR-DUO2,M,5100,40240,종량제(일반),없음,1208200052,1208200052,1124223767,92190769366,일반용갑저압,저압,,인천 남구 용현동 54 - 1,인천광역시 미추홀구 경인북길279번길 23,-,,0,202503,인천,202031007,도화1동3AAUD_1.51.5G.AAU20-3.5G-32T(SS),5G,AAU20-3.5G-32T(SS),,인천 미추홀구 용현동 54-1번지,0,2409,92190769366,일반용갑저압,저압,4,610,4,610,0,0,0,0,"113,944","3,640","128,970",0,1,2020310072409,20240801,20240831,535.6463,74.3537,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
ME00119355,합일초교LRRUM.51.LTE.RRU_L(SS),M,5100,40244,종량제(일반),없음,1208200052,1208200052,1126915006,58190269939,일반용갑저압,저압,,인천 강화군 강화읍 신문리,인천광역시 강화군 강화읍 합일길 8,-,,0,202503,인천,20133AIN7,(공동)합일초교LRRUM.51.LTE.RRU_L(SS),LTE,RRU_L(SS),,인천 강화군 강화읍 신문리 494-1번지 일반,0,2410,58190269939,일반용갑저압,저압,4,647,4,647,0,0,0,0,"93,157","2,980","105,450",0,1,20133AIN72410,20240915,20241014,568.08676,78.91324,88%,"5G_EMS,4G_PRB(구)",제외필요,정상
